brand,year_of_manufacture,age,repair_status,problem,fault_type
Apple,unknown,unknown,Repairable,cracked LCD replaced.,Screen damage
Apple,unknown,unknown,Repairable,cracked LCD replaced.,Screen damage
Apple,unknown,unknown,Repairable,software issue resolved with reset.,Other damage
Apple,unknown,unknown,Repairable,replaced cracked screen and fixed boot loop.,Screen damage
Apple,unknown,unknown,Repairable,cracked LCD replaced.,Screen damage
Apple,unknown,unknown,Repairable,cracked LCD replaced.,Screen damage
Apple,unknown,unknown,End of life,Does not switch on.,Battery
Samsung,unknown,unknown,Repairable,not working; reset.,Other damage
Samsung,2016,2,Repairable,Overloaded.,Other damage
Samsung,unknown,unknown,Repairable,"Had one of those daft curved-glass screens, smashed of course. The user did not bring any replacement parts, so was referred to a professional service.",Display issues
Apple,unknown,unknown,Repairable,"No light, photo issue.",Rear camera damage
Apple,2016,2,Repairable,"Not charging - the charging port was dirty, a clean fixed the problem.",Other damage
Apple,2015,3,Repairable,Needs new lightning USB port - sent to store.,Other damage
Apple,2018,0.5,Repairable,Change battery.,Battery
Apple,2017,1,Repairable,Bent phone.,Other damage
Apple,2014,4,Repairable,Sound button broken.,Other damage
Samsung,unknown,unknown,Repairable,Fault by SD card.,Other damage
Samsung,2016,1.5,Repairable,Broken screen.,Display issues
Apple,2016,2,Repairable,does not power on - battery.,Battery
Samsung,unknown,unknown,End of life,Not turning on.,Battery issues
Apple,unknown,unknown,Repairable,Won't download.,Other damage
Samsung,2017,0.8,Repairable,Screen cracked. surge and advice (new samsung screen can be replaced easily).,Display issues
Samsung,unknown,unknown,Repairable,Power button not working. Temporary fix.,Battery issues
Apple,unknown,unknown,Repairable,No charge. Cleaned points.,Battery
Samsung,unknown,unknown,Repairable,Charging takes ages.,Battery issues
Samsung,unknown,unknown,Repairable,"Problem: Won't charge. Diagnosis: It was charging 20 mA, which looked like it was fully charged and trickle charging. It wasn’t recognised by a laptop (nothing appeared on the USB) so it was not a case of it being switched on with a dead screen. We tried all the Android resetting key combinations we could find with no effect. Accessing the battery requires taking out the (broken) screen and a mid plate. The phone is under warranty but Samsung refused to repair it under warranty as the screen is broken on the sides and would shatter when opening the phone. Owner was going to check with Lovephone.",Battery issues
Samsung,2015,3,Repairable,"Software issue causing updates from being installed. Couldn't find permanent fix, recommended updating OS to Lineage.",Other damage
Samsung,2014,4,Repairable,Needed a battery replacement. No heatgun at this event.,Battery issues
Apple,2017,1,Repairable,Full memory.,Other damage
Samsung,2015,3,End of life,Smashed screen.,Display issues
Samsung,2017,1,Repairable,Nothing showing on screen (dropped),Display issues
Samsung,unknown,unknown,Repairable,Won't turn on.,Battery issues
Apple,2015,3,Repairable,cracked screen.,Screen damage
Apple,2016,2,Repairable,cracked screen.,Screen damage
Apple,2015,3,Repairable,Button broken. Advice given.,Other damage
Samsung,2015,3,End of life,sea water damage.,Other damage
Samsung,2013,5,Repairable,swollen battery.,Battery
Apple,2015,3,Repairable,needs new screen (waiting for spare part),Screen damage
Samsung,2014,4,End of life,Not switch on.,Battery issues
Samsung,2017,1,Repairable,SD card not working. Card found to be faulty. Phone OK.,Other damage
Apple,unknown,unknown,Unknown,screen replaced but now not working. Also repairer did not replace any screws! Might be repairable but no easy fault found upon inspection.,Screen damage
Apple,2014,4,Repairable,Broken screen/battery.,Screen damage
Apple,2016,2,Repairable,Broken screen.,Screen damage
Samsung,2010,8,End of life,"Charges, but does't start.",Other damage
Apple,2013,5,End of life,Doesn't charge.,Battery
Apple,2014,4.5,Repairable,Volume button.,Other damage
Apple,unknown,unknown,Repairable,replaced LCD.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD & home button.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD & home button.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD & microphones.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD & microphones.,Screen damage
Apple,unknown,unknown,Repairable,replaced LCD & microphones.,Screen damage
Samsung,unknown,unknown,Repairable,needs new battery.,Battery issues
Apple,unknown,unknown,Repairable,"screen, could also be logicboard.",Screen damage
Samsung,2015,3,Repairable,Stuck in boot mode.,Other damage
Apple,unknown,unknown,Repairable,Needs screws after DIY screen replacement went slightly wrong.,Screen damage
Samsung,unknown,unknown,Repairable,Cracked screen.,Display issues
Apple,2014,4,Repairable,Broken home button. Fixed in software.,Other damage
Apple,2016,2,Repairable,Both cameras won't work after fall; guests suggests replacing hardware - no physical damage found. Suggest factory reset.,Rear camera damage
Apple,2016,2,Repairable,Cracked digitiser; LCD ok touch ok - request new screen assembly.,Screen damage
Samsung,2017,1,Repairable,Cracked digitiser; LCD ok touch ok - request new screen assembly.,Display issues
Apple,2016,1.5,Repairable,Cracked digitiser; LCD ok touch ok - request new screen assembly.,Screen damage
Apple,2016,2,Repairable,Cracked digitiser; LCD ok touch ok - replaced screen assembly.,Screen damage
Apple,2016,2,Repairable,"Rear camera won't focus; Cracked digitiser; LCD ok touch ok - 1) go to Apple Store for free repair program, 2) request new screen assembly.",Screen damage
Apple,2015,3,Repairable,Phone won't charge - removed dirt from charging port.,Battery
Apple,2015,3,Repairable,"Cracked digitiser; LCD ok touch ok - request new screen assembly; silence button stuck - cleaned, works again.",Screen damage
Apple,2014,4,Repairable,"Display coming off, battery health low - request new screen assembly and battery.",Screen damage
Apple,2016,2.5,End of life,"Water damage, phone won't boot; corrosion found on board - suggest data recovery.",Other damage
Apple,2017,1,Repairable,Cracked digitiser; LCD ok touch ok - request new screen assembly.,Screen damage
Apple,2016,2,Repairable,"Home button doesn't work, no press or touch id - guest wants to preserve touch ID, suggest to go to Apple.",Screen damage
Apple,2014,4,Repairable,"Cracked digitiser; LCD ok touch ok, battery health low - request new screen assembly and battery.",Screen damage
Apple,2016,1.5,Repairable,Cracked lens cover - request new lens cover.,Screen damage
Samsung,2016,2,Repairable,"Device won't connect via USB, dropped in sea water - request new I/O daughterboard and battery.",Battery issues
Apple,2016,2,Repairable,Cracked digitiser; LCD ok touch ok - request new screen assembly.,Screen damage
Apple,2015,3,Repairable,Cracked digitiser; LCD ok touch ok - request new screen assembly.,Screen damage
Samsung,2016,2,Repairable,Cracked digitiser; LCD ok touch ok - request new screen assembly.,Display issues
Apple,2015,3,Repairable,"pink screen, runs hot and shuts off. Factory reset needed.",Screen damage
Apple,unknown,unknown,End of life,"dropped in toilet, not working.",Other damage
Samsung,2012,6,End of life,Doesn't charge.,Battery issues
Samsung,2013,5,Repairable,Does not turn on. Screen damaged.,Display issues
Apple,2015,3,End of life,Does not charge plus other damage.,Battery
Apple,unknown,unknown,Repairable,Low battery.,Battery
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,charging problems.,Battery
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,USB + battery.,Battery
Apple,unknown,unknown,Repairable,charging problems.,Battery
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,Battery.,Battery
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,battery replacement.,Battery
Apple,unknown,unknown,Repairable,Battery.,Battery
Apple,unknown,unknown,Repairable,screen.,Screen damage
Apple,unknown,unknown,Repairable,battery.,Battery
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,small crack on screen.,Screen damage
Apple,unknown,unknown,Repairable,battery.,Battery
Apple,unknown,unknown,Repairable,battery.,Battery
Apple,unknown,unknown,Repairable,storage - help given.,Other damage
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,battery.,Battery
Apple,unknown,unknown,Repairable,cracked screen - no part available.,Screen damage
Apple,unknown,unknown,Repairable,cracked screen and slow -no part available.,Screen damage
Apple,unknown,unknown,Repairable,Speaker unaudible works in whatsapp Voice but no video not' swatchaft/ call.,Other damage
Apple,unknown,unknown,Repairable,cracked screen - touch problems.,Screen damage
Samsung,unknown,unknown,Repairable,cracked screen.,Display issues
Apple,unknown,unknown,Repairable,Edge cracked screen - No part available.,Screen damage
Samsung,unknown,unknown,Repairable,Charge port failing - No part available.,Charge port issue
Apple,unknown,unknown,Repairable,scuffed screen.,Screen damage
Samsung,unknown,unknown,Repairable,cracked screen - no part available.,Display issues
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,lock button problem - no part available.,Other damage
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,water damage.,Other damage
Apple,unknown,unknown,Repairable,cracked screen.,Screen damage
Apple,unknown,unknown,Repairable,"Home button broken - kit not available to fix, suggested local professional.",Other damage
Samsung,unknown,unknown,Repairable,time/date wrong.,Other damage
Apple,2015,3,End of life,not working.,Other damage
Apple,2014,4,Repairable,Broken Screen - Screen Replaced and Phone Restored.,Screen damage
Apple,2012,6,Repairable,Broken Screen - Replaced and Phone Repaired.,Screen damage
Apple,2015,3,Repairable,Broken screen and bad battery.,Screen damage
Samsung,unknown,unknown,Repairable,Had been exposed to water and wanted to check for water damage.,Other damage
Samsung,2014,4,Repairable,"Fell into water, battery dead. Just replace the battery.",Battery issues
Apple,2016,2,Repairable,"Home button and Touch ID not working; cracked screen 2 years ago, LCD and touch OK.",Screen damage
Apple,2017,1,Repairable,"Cracked Screen, Touch and LCD ok.",Screen damage
Apple,2016,2,Repairable,"Cracked Screen, battery dying fast.",Screen damage
Apple,2016,2,Repairable,"Cracked Screen, Touch and LCD ok.",Screen damage
Apple,2016,2,Repairable,"Phone runs slow; changed battery 1 month ago but doesn't help, 4Gb of storage left from 64.",Battery
Apple,2014,4,Repairable,Battery and Screen Assembly Replacement.,Screen damage
Apple,2014,4,Repairable,Screen assembly bracket missing.,Screen damage
Apple,2016,2,Repairable,"Charging port blocked; water evaporation signs in front-facing camera (potential water damage); no other symptoms . Dirt in charging point, dust in camera channel.",Rear camera damage
Apple,2017,1,Repairable,Cracked digitiser.,Screen damage
Apple,unknown,unknown,Repairable,"Cracked digitiser, low battery health.",Screen damage
Apple,2016,2,Repairable,Cracked digitser.,Screen damage
Samsung,unknown,unknown,Repairable,Screen going on and off. Fixed by turning off the screen saver.,Display issues
Samsung,2013,5,Repairable,"power problem, advice given.",Charge port issue
Apple,unknown,unknown,Repairable,doesn't charge.,Battery
Apple,2013,5,Repairable,screen.,Screen damage
Samsung,unknown,unknown,Repairable,broken display.,Display issues
Apple,2015,4,Repairable,broken screen.,Screen damage
Apple,2014,5,End of life,won't turn on.,Other damage
Apple,2015,4,Repairable,needs new screen.,Screen damage
Apple,unknown,unknown,Repairable,Replacement Battery needed.,Battery
Samsung,unknown,unknown,Repairable,Home Button not working.,Other damage
Apple,unknown,unknown,Repairable,Front Camera Not Working.,Rear camera damage
Apple,unknown,unknown,Repairable,Broken Screen.,Screen damage
Apple,unknown,unknown,Repairable,Needs new screen.,Screen damage
Apple,2017,2,Repairable,Screen broken.,Screen damage
Apple,2017,2,Repairable,screen separating from casing.,Screen damage
Samsung,2012,7,Repairable,"overheats /malfunctions, battery bulging, needs new battery.",Battery issues
Apple,2017,2,Repairable,broken screen.,Screen damage
Apple,2017,2,Repairable,broken screen.,Screen damage
Apple,2012,7,Repairable,"3 Phones, cannabilised parts into 1.",Other damage
Apple,unknown,unknown,Repairable,Audio volume poor; New speaker needed.,Other damage
Apple,unknown,unknown,Repairable,Screen Broken; Replacement installed.,Screen damage
Apple,2015,4,Repairable,Broken screen. Swapped button and camera.,Screen damage
Samsung,2016,3,Repairable,screen not working right. Fixed screen (loose connector) but broke power button.,Battery issues
Apple,2015,3,Unknown,irregular charging.,Battery
Apple,2013,6,Repairable,Broken screen.,Screen damage
Samsung,2016,3,Repairable,Broken screen.,Display issues
Samsung,2019,0.5,Repairable,Back glass broken. Had an offer to change for 370€.,Backglass cracked
Samsung,2017,1.5,Repairable,Broken screen and replacement digitzer.,Display issues
Samsung,2017,2,Repairable,Broken screen.,Display issues
Apple,2016,3,Repairable,Broken glass.,Screen damage
Apple,2014,5,Repairable,Looks like overheated battery.,Battery
Samsung,2015,3,End of life,Broken screen.,Display issues
Apple,2014,3.5,Repairable,Battery poor.,Battery
Apple,2012,6,End of life,Broken glass and back.,Screen damage
Samsung,2016,2,Repairable,Broken scrren.,Display issues
Apple,2015,3,Repairable,Blroken screen.,Screen damage
Apple,2012,7,Repairable,Dead battery. Needs replacement and specialized screwdrivers.,Battery
Samsung,2015,4,Repairable,Cracked screen. Could be replace with a spare.,Display issues
Apple,2016,3,Repairable,Screen cracked. Replacement screen fitted.,Screen damage
Apple,2017,2,Repairable,Broken camera lens.,Rear camera damage
Apple,2016,3,Repairable,Cracked digitiser; LCD ok.,Screen damage
Apple,2017,2,Repairable,Digitiser unresponsive; ghost touch.,Screen damage
Apple,unknown,unknown,Repairable,Cracked screen assembly.,Screen damage
Apple,2017,1.5,Repairable,iTunes won't detect.,Other damage
Apple,unknown,unknown,Repairable,Cracked back cover and camera lens.,Other damage
Apple,2015,4,Repairable,Cracked screen assembly.,Screen damage
Apple,unknown,unknown,Repairable,Cracked screen assembly.,Screen damage
Apple,2016,3,Repairable,"Gassing battery, cracked screen, broken camera lens.",Screen damage
Apple,2017,2,Repairable,Ghost touch on digitiser.,Screen damage
Apple,unknown,unknown,Repairable,"Cracked screen, end-of-life battery.",Screen damage
Apple,2017,2,Repairable,Nothing is wrong during diagnosis.,Other damage
Apple,2016,3,Repairable,Strips on display - previous repair shop opened it and lost some screws and a bracket in between.,Screen damage
Apple,unknown,unknown,End of life,Water damage.,Other damage
Samsung,2017,1.5,Repairable,Damaged LCD.,Display issues
Samsung,2015,3.5,Repairable,Likely short circuit in charging port or IO board - needs new battery and charging port.,Battery issues
Apple,2016,2,Repairable,Wants to put it back to factory settings.,Other damage
Apple,2015,3,Repairable,"Home button issues, ""freezes"" sometimes.",Other damage
Apple,2014,4,Repairable,Weak/bad sound from speaker.,Other damage
Apple,2016,2,Repairable,Sound issues.,Other damage
Samsung,unknown,unknown,Repairable,Not always staying on - needs new battery.,Battery issues
Apple,2017,2.5,Repairable,Broken screen.,Screen damage
Apple,2017,2,Repairable,Broken screen.,Screen damage
Apple,2015,3.5,Repairable,Broken screen.,Screen damage
Apple,2015,3.5,Repairable,Broken screen.,Screen damage
Samsung,2010,9,Repairable,Loose wire from former repair.,Other damage
Samsung,2010,9,Repairable,Loose wire from former repair.,Other damage
Apple,2015,4.5,Repairable,Broken screen and button.,Screen damage
Apple,unknown,unknown,Repairable,Facetime not working - volume issue.,Other damage
Apple,2016,3,Repairable,Cracked screen assembly + camera lens; needs new battery.,Screen damage
Apple,2016,3,Repairable,Cracked screen assembly.,Screen damage
Samsung,2017,2,Repairable,"No display on the screen, light at the bottom - need to research more on the issue.",Display issues
Samsung,unknown,unknown,Repairable,Screen blacked out after physical impact.,Display issues
Apple,2018,1,Repairable,Cracjed rear case glass.,Other damage
Apple,2012,7,Repairable,Cracked screen assembly.,Screen damage
Apple,unknown,unknown,Repairable,display assembly replacement.,Screen damage
Apple,unknown,unknown,Repairable,needed new charging port and screen.,Screen damage
Apple,2015,4,Repairable,Screen Replacement.,Screen damage
Apple,unknown,unknown,Repairable,Screen Broken.,Screen damage
Apple,unknown,unknown,Repairable,Battery Fails @ 40%,Battery
Apple,unknown,unknown,Repairable,Battery Needs Replacing.,Battery
Samsung,unknown,unknown,Repairable,Screen broken; Replacement needed.,Display issues
Samsung,unknown,unknown,Repairable,Screen Locked.,Display issues
Apple,unknown,unknown,Repairable,Screen Broken; Replacement Needed.,Screen damage
Samsung,unknown,unknown,Repairable,Charging Port not working; Replacement Unit needed.,Charge port issue
Apple,unknown,unknown,Repairable,"Needed a new battery. But after replacing the battery, the phone stopped working (even using the old battery). It looks like a mistake was made during the repair (possible short circuit). The phone was repaired after the event by replacing the display and vibration motor.",Screen damage
Apple,unknown,unknown,Repairable,Broken screen.,Screen damage
Apple,unknown,unknown,Repairable,"No display even if device is detected (on wifi, bluetooth)",Screen damage
Apple,unknown,unknown,Repairable,Photo camera problem.,Rear camera damage
Apple,unknown,unknown,Repairable,Battery won't charge.,Battery
Apple,unknown,unknown,Repairable,Jack port not working.,Other damage
Apple,unknown,unknown,Repairable,Screen replacement.,Screen damage
Apple,unknown,unknown,Repairable,Broken screen.,Screen damage
Apple,unknown,unknown,Repairable,Swolen battery.,Battery
Apple,2015,4,Repairable,Snapped display assembly flex.,Screen damage
Apple,2016,3,Repairable,Cracked digitiser; LCD flex cable shows sign of torn damage.,Screen damage
Apple,2015,4,Repairable,Cracked digitiser.,Screen damage
Samsung,2018,1,Repairable,Headphone jack clogged by dust; cleaned thoroughly.,Other damage
Samsung,2018,1,Repairable,Charger port not detected; faulty USB cable.,Other damage
Apple,unknown,unknown,Repairable,Camera OIS failure.,Rear camera damage
Apple,2015,4,Repairable,Screen assembly replacement.,Screen damage
Apple,2016,3,Repairable,Screen assembly replacement.,Screen damage
Apple,2017,2,Repairable,Cracked digitiser; screen assembly replacement requested.,Screen damage
Apple,2017,2,End of life,Extreme water damage after being put in a washing machine - data can be recovered.,Other damage
Apple,2015,4,Repairable,Battery replacement.,Battery
Samsung,2017,2,Repairable,Doesn't turn on. Could be a battery issue. Recommended to try a new battery and then if no joy take it to professional repairer.,Battery issues
Apple,2012,7,Unknown,"Dead. Checked battery, that seemed OK (at least not working when powered by power cube).",Battery
Samsung,2015,4,End of life,not starting /responding.,Battery issues
Samsung,2018,1,Repairable,Unable to get pictures from sim to memory card.,Other damage
Samsung,unknown,unknown,Repairable,Broken screen.,Display issues
Apple,2013,6,End of life,bended motherboard.,Other damage
Apple,unknown,unknown,Repairable,broken screen and recharge circuit not working.,Screen damage
Samsung,2015,4,Repairable,broken camera lens.,Rear Camera Issues
Apple,unknown,unknown,Repairable,Broken Screen.,Screen damage
Apple,unknown,unknown,Repairable,Audio Problem.,Other damage
Samsung,unknown,unknown,Repairable,"Doesn't charge well - dodgy cable, so advised to replace.",Battery issues
Samsung,unknown,unknown,Repairable,Broken Screen.,Display issues
Apple,unknown,unknown,Repairable,Battery Needed Replacing.,Battery
Apple,unknown,unknown,Repairable,Cracked Screen; Needed Replacement.,Screen damage
Samsung,unknown,unknown,Repairable,Screen Needs Replacing.,Display issues
Apple,unknown,unknown,Repairable,Screen Broken; To be replaced.,Screen damage
Apple,unknown,unknown,Repairable,Charging Port Faulty; Replaced.,Other damage
Apple,unknown,unknown,Repairable,Charging Port Also Faulty; Replaced.,Other damage
Samsung,unknown,unknown,Repairable,Faulty Screen; Needs Replacing.,Display issues
Apple,2015,4,Repairable,"iMessages could not get send and a generally bad reception. Turned out her mobile data was turned off and the storage on the phone was reaching an end. It works for now, more questions are fixed in the future.",Other damage
Apple,unknown,unknown,Repairable,"Cracked screen from being dropped twice. Replacement module already purchased. Supplied tools inadequate to complete repair. The owner will return to complete repair when tools available.<br><br>Update: This has now been fixed successfully after several more visits and ordering spare parts. A 3rd party screen £17.70 and a spare set of screws £2 to replace a lost screw.<br>A good value repair as the secondhand resell value on this phone is currently £350.<br><br>The instructions on iFixt were incomplete about the replacement of the two rubber buffer/grommets that are attached to the two pentalobe screws. And also there was some difficulty replacing the adhesive tape for gluing down the screen. In the future, it may be necessary to apply the adhesive before attaching the cables for the new screen as the cables get in the way.<br><br>Because of issues with the adhesive this repair may not be as waterproof as the original phone.<br><br>if the battery needs to be replaced due to having low capacity it is advised that it be done at the same time but the old battery was considered sufficient capacity and not replaced on this occasion.<br><br>ooo-xxx.",Screen damage
Apple,unknown,unknown,Repairable,Broken - fitted with new power cable and off switch realigned.,Battery
Apple,2017,2.5,Repairable,Microphone not working.,Other damage
Apple,2013,5,Repairable,Slow home-button.,Other damage
Samsung,2016,2,Repairable,Doesn't work + sim card.,Other damage
Apple,2018,0.5,Repairable,plug for earphones broken.,Other damage
Apple,2014,3.5,End of life,Turns off even when fully charged.,Other damage
Samsung,2017,1,Repairable,Change back cover.,Backglass cracked
Apple,2015,3,Repairable,"Won't charge, loose screen.",Screen damage
Samsung,2016,2,Repairable,minijack street.,Other damage
Apple,2015,3,Repairable,Won't turn on.,Other damage
Apple,2016,2.5,Repairable,"""Dead"" screen.",Screen damage
Apple,2017,2.5,Repairable,Bad contact with sim card.,Other damage
Apple,unknown,unknown,Repairable,"Not starting properly. Battery faulty, replacement needed. User referred to local business.",Battery
Samsung,unknown,unknown,Repairable,Screen broken. User advised on getting replacement.,Display issues
Apple,unknown,unknown,Repairable,Speakers don't work. Found to be full of crud. Cleaned. Works.,Other damage
Samsung,2014,5,Repairable,doesn't charge.,Battery issues
Samsung,2014,5,End of life,"not working, unknown.",Other damage
Samsung,2012,7,End of life,"not working, unknown.",Other damage
Apple,2011,8,Repairable,"iPhone 4S (black) with damaged (possible water damage) front-facing camera and home button. The led light is also permanently lit dimly draining the battery even when the phone is switched off A spare iPhone4S (white) with an iCloud locked logic board was used for spare parts. The logic board from both phones were removed and swapped over, thus two non-working phones were converted into one working phone. The current secondhand retail price on a working iPhone4S is about £30 making the price on replacement parts prohibitively high, salvaging from another iPhone is the best option. IFixit was used as a take apart guide. The Battery removal tab was accidentally allowed to get trapped under the logic board on the fixed phone. The effort of removing the logic board again on discovery was considered not worth it. ooo-xxx.",Battery
Apple,2014,5,Repairable,Screen & Battery Replacements.,Screen damage
Apple,unknown,unknown,Repairable,Screen Replacement.,Screen damage
Apple,unknown,unknown,Repairable,Not Working.,Other damage
Apple,unknown,unknown,Repairable,Broken Screen; Antenna Connection broken.,Screen damage
Samsung,2017,2,Repairable,Broken screen. Replacement screen was probably broken.,Display issues
Samsung,2014,5,End of life,"not working, unknown.",Other damage
Samsung,2012,7,End of life,"not working, unknown.",Other damage
Samsung,2014,5,Repairable,Not charging.,Charge port issue
Samsung,2014,5,Repairable,not charging.,Charge port issue
Apple,2014,5,Repairable,Battery change.,Battery
Apple,2014,5,Repairable,Foreign object in charging port.,Other damage
Apple,2015,4,Repairable,Won't turn on.,Other damage
Samsung,2015,4,Repairable,Doesn't remember security code.,Other damage
Apple,2014,5,Repairable,Needs help with backup.,Other damage
Samsung,2017,2,Repairable,The screen was partly dead. After ordering a new screen it was fixed.,Display issues
Apple,unknown,unknown,Repairable,Broken screw.,Other damage
Apple,2016,3,Repairable,rear camera shaking profusely - repaired before (screen replacement). Outside of apple's repair program.,Screen damage
Samsung,2017,2,Repairable,Cracked screen. Ordered new screen.,Display issues
Apple,2015,4,Repairable,Screen cracked. Ordered new screen.,Screen damage
Apple,2015,4,Repairable,Screen cracked. Ordered new screen.,Screen damage
Apple,2014,5,Repairable,iPhone 6 presents with reported water damage. Owner says they opened it up themselves to try to dry it up and did not turn it on thereafter.Found water damage on motherboard - requires microsoldering. Referred to professional.,Other damage
Apple,2014,5,Repairable,iPhone 6 with cracked digitiser. Replaced. Touch ID non functional. Replaced digitiser.,Screen damage
Apple,2016,3,Repairable,"iPhone 6s Plus with unstable, shaky camera. Came for camera replacement. Camera replaced. Back to normal functionality. Might have cracked the screen while opening up the device.",Screen damage
Samsung,2017,2,Repairable,Cracked digitiser. Replaced screen.,Display issues
Apple,2017,2,Repairable,"Cracked digitizer few days ago, used for a few months only. Ordered new screen assembly.",Screen damage
Apple,2016,3,Repairable,"Cracked digitizer 4 months ago, screen repaired by 3rd part, Bad battery health(66%). Ordered new screen assembly.",Screen damage
Samsung,2015,4,Repairable,"Second hand phone, user requests new battery. Battery ordered.",Battery issues
Apple,2017,2,Repairable,Camera exhibit is classic shaking issue. Order camera replacement.,Rear camera damage
Apple,2014,5,Repairable,Unresponsive home button. Order new home button and screen.,Screen damage
Samsung,2018,1,Repairable,Cracked screen after dropping it. Customer prefer not to repair.,Display issues
Samsung,2018,1,Repairable,"Cracked Screen., Customer prefers not to repair.",Display issues
Samsung,2015,4,Repairable,Battery replacement.,Battery issues
Apple,2017,2,Repairable,"Device is second hand from a family member. Phone was dropped in water, caused smudges to appear on camera. Replaced rear camera and rear camera glass. Function back to normal.",Rear camera damage
Apple,2017,1.5,Repairable,Phone is stuck in the software reinstall phase. Could not fix it. Maybe proceed with motherboard replacement.,Other damage
Apple,2017,2,Repairable,Camera exhibit is classic shaking issue. Camera ordered was defective. Reordered camera.,Rear camera damage
Apple,2017,2,Repairable,Fast battery drain. Ordered new battery.,Battery
Apple,2015,4,Repairable,Digitiser fully broken and falling apart. Requested new screen assembly.,Screen damage
Apple,2017,2,Repairable,Low battery health. Ordered new battery.,Battery
Apple,2016,3,Repairable,button stuck.,Other damage
Samsung,unknown,unknown,End of life,4G signal problems. Possible on-board fault to Tx/Rx radio or antenna. Not replacable. Advise to put into re-flow.,Other damage
Samsung,2016,3,Repairable,Sim-card holder won't open.,Other damage
Apple,2015,4,Repairable,"Camera doesn't work, wants to change battery.",Battery
Apple,2014,5,Repairable,"""Frozen"" screen after fall.",Screen damage
Apple,2017,2,Repairable,Change screen.,Screen damage
Apple,2017,2,Repairable,Camera not working. Advice given.,Rear camera damage
Apple,2016,4,Repairable,Cannot transfer files to new phone. Files partly corrupted but moved to new phone and cloud.,Other damage
Apple,unknown,unknown,Repairable,Been through the washing machine. Provided advise for repair.,Other damage
Samsung,2018,2,Repairable,Screen not working.,Display issues
Apple,2017,2,Repairable,Touch screen not working properly.,Screen damage
Samsung,2012,7,Repairable,Boot loop.,Other damage
Apple,unknown,unknown,Repairable,Power/boot.,Battery
Apple,unknown,unknown,Repairable,Broken screen.,Screen damage
Apple,unknown,unknown,Repairable,Microphone not working.,Other damage
Apple,unknown,unknown,Repairable,Not enough space.,Other damage
Apple,2017,2.5,Repairable,Screen not working properly.,Screen damage
Apple,2015,3.5,Repairable,Microphone not working.,Other damage
Apple,2018,1,Repairable,New screen.,Screen damage
Apple,2014,5,Repairable,Broken screen.,Screen damage
Samsung,2017,2.5,Repairable,Broken screen.,Display issues
Apple,2017,2,Repairable,Broken screen.,Screen damage
Samsung,2015,4,Repairable,Button has slow reaction.,Other damage
Apple,2017,2,Repairable,Broken screen.,Screen damage
Apple,2015,4,Repairable,dead battery.,Battery
Apple,unknown,unknown,Repairable,speakers not working.,Other damage
Apple,unknown,unknown,Repairable,Transfer a screen from a broken device to a replacement one.,Screen damage
Apple,unknown,unknown,Repairable,couldn't retrieve photos.,Other damage
Apple,2018,1.5,Repairable,scan disk key not recognized.,Other damage
Samsung,unknown,unknown,End of life,"Dark screen, lcd trouble.",Display issues
Samsung,2014,6,Repairable,Locked admin restricted downloading apps. Reset.,Other damage
Apple,2017,2,Repairable,Replaced broken screen.,Screen damage
Samsung,unknown,unknown,Repairable,Loose charger connector.,Other damage
Samsung,unknown,unknown,Repairable,Broken screen.,Display issues
Apple,unknown,unknown,Repairable,Broken screen. The owner had the spare part so we placed it.,Screen damage
Apple,unknown,unknown,Repairable,Microphone not working; spare part needed; advice given.,Other damage
Apple,unknown,unknown,Repairable,Needs new battery. Given advice on doing battery replacement.,Battery
Apple,2011,10,Repairable,iPhone 4 needed restoring.,Other damage
Apple,unknown,unknown,Repairable,Needs new battery. Advice given.,Battery
Samsung,2017,4,Repairable,Battery changed.,Battery issues
Samsung,unknown,unknown,Repairable,Signal disturbed > Bluetooth disconnected.,Display issues
Samsung,unknown,unknown,End of life,"Broken screen. Owner choosed not to repair her mobile, because she found the spare spart (screen) too expensive.",Display issues
Apple,2017,4,Repairable,Problem with mail access - set-up. Staff in high street shops unwilling to help.,Other damage
